Student_ID,Gender,Study_Hours_per_Week,Attendance_Rate,Past_Exam_Scores,Parental_Education_Level,Internet_Access_at_Home,Extracurricular_Activities,Final_Exam_Score,Pass_Fail
S323,Female,23,75.75868412034063,52,Masters,Yes,Yes,50,Fail
S353,Male,14,94.87152049094422,74,Masters,Yes,Yes,63,Pass
S349,Female,35,66.71814056552411,65,Masters,No,Yes,58,Fail
S244,Male,20,88.92859695253756,89,PhD,No,Yes,61,Pass
S162,Male,35,98.75335814725712,89,Bachelors,Yes,No,71,Pass
S409,Female,21,84.94229265804522,90,Masters,Yes,Yes,63,Pass
S380,Male,39,81.66203874554803,97,Bachelors,Yes,Yes,66,Pass
S327,Male,32,93.0316008945367,78,Bachelors,Yes,Yes,77,Pass
S398,Female,39,60.975526254047935,60,PhD,No,No,50,Fail
S497,Male,10,99.96767497829174,55,High School,No,No,59,Fail
S222,Male,38,81.20507720909188,59,PhD,Yes,No,60,Pass
S027,Female,18,63.433624101265366,86,High School,No,No,50,Fail
S351,Female,14,87.66231103737255,57,PhD,Yes,No,55,Fail
S248,Male,34,74.69907435654314,94,Bachelors,No,Yes,53,Fail
S474,Female,38,50.262690927919245,52,High School,No,Yes,51,Fail
S390,Male,17,91.25536657113298,67,Masters,No,No,59,Fail
S188,Male,13,84.22857739399166,100,Masters,Yes,Yes,65,Pass
S311,Female,30,79.35341120682835,64,Masters,Yes,Yes,50,Fail
S411,Male,22,60.90115537470432,61,PhD,Yes,Yes,50,Fail
S285,Female,22,53.44607696836094,61,PhD,No,Yes,50,Fail
S267,Female,39,67.12621285892718,81,Masters,No,Yes,59,Fail
S472,Female,37,50.11696953128892,71,PhD,Yes,No,55,Fail
S417,Male,30,84.15919282227406,77,Masters,Yes,No,61,Pass
S142,Male,21,74.91238489244701,96,High School,No,No,61,Pass
S211,Male,10,91.25663383463989,85,Bachelors,Yes,Yes,63,Pass
S044,Female,34,80.8631856048646,94,PhD,No,Yes,65,Pass
S476,Female,23,65.72982784047055,91,Bachelors,No,No,58,Fail
S339,Female,38,91.82824066461664,64,PhD,Yes,Yes,61,Pass
S074,Female,15,84.82507331135395,79,PhD,No,Yes,57,Fail
S404,Male,10,73.55327263469073,57,PhD,No,No,50,Fail
S397,Female,37,93.05340099873608,81,Bachelors,No,Yes,61,Pass
S401,Female,26,55.71189629601984,82,Bachelors,No,Yes,52,Fail
S264,Male,16,79.95146823886633,71,Bachelors,No,Yes,55,Fail
S161,Male,25,50.26500031988027,64,Bachelors,No,No,50,Fail
S131,Female,22,73.97910508771251,91,PhD,No,No,57,Fail
S102,Female,19,99.31284979334076,60,Bachelors,No,No,60,Pass
S008,Male,19,56.69260594003166,72,Bachelors,Yes,Yes,50,Fail
S393,Female,16,91.53272532826249,95,PhD,Yes,Yes,64,Pass
S328,Male,38,76.75348594668293,70,Bachelors,No,No,64,Pass
S095,Female,32,75.58285067736307,86,Masters,Yes,Yes,63,Pass
S148,Male,34,74.3904900404369,83,High School,Yes,No,59,Fail
S437,Female,25,88.54556885321352,87,High School,No,No,61,Pass
S485,Male,11,81.94746926671309,94,High School,Yes,No,53,Fail
S328,Male,38,76.75348594668293,70,Bachelors,No,No,64,Pass
S088,Male,13,94.71086314479628,64,Masters,Yes,Yes,50,Fail
S017,Female,31,87.85406010212279,88,Masters,Yes,No,65,Pass
S200,Male,27,96.64690335499772,65,Bachelors,No,No,63,Pass
S237,Female,18,93.93145576867192,81,Bachelors,No,Yes,57,Fail
S078,Female,37,98.65551746350522,63,Masters,No,Yes,70,Pass
S105,Female,26,61.80582665587022,74,High School,No,No,50,Fail
S078,Female,37,98.65551746350522,63,Masters,No,Yes,70,Pass
S394,Female,10,67.25960724406377,96,Masters,No,Yes,64,Pass
S002,Female,30,87.4789149988036,56,PhD,No,Yes,50,Fail
S486,Female,19,87.95179227694248,100,High School,No,No,64,Pass
S329,Female,20,59.2231435709428,96,Bachelors,No,Yes,64,Pass
S233,Female,35,66.64078929562422,78,Masters,Yes,Yes,54,Fail
S368,Female,15,77.8360792391683,95,Masters,No,Yes,61,Pass
S197,Female,29,92.53637300082272,55,PhD,No,No,61,Pass
S213,Male,17,61.78458730324999,87,PhD,No,Yes,57,Fail
S066,Female,38,78.98249672358692,96,Masters,No,No,71,Pass
S100,Male,27,54.225850384034096,95,High School,No,Yes,56,Fail
S190,Female,33,56.94123867210102,89,Bachelors,Yes,No,59,Fail
S240,Female,35,78.65754246286943,76,PhD,Yes,Yes,60,Pass
S218,Male,22,84.14910317085662,100,High School,Yes,Yes,63,Pass
S165,Female,30,91.04307365766763,60,High School,No,No,50,Fail
S364,Female,34,79.75244898502103,93,Masters,No,No,59,Fail
S119,Female,30,55.24345832662405,98,Bachelors,No,No,62,Pass
S317,Male,16,51.69395801232975,96,PhD,Yes,Yes,51,Fail
S383,Female,22,56.13884448313542,73,Bachelors,No,No,50,Fail
S186,Male,14,77.44609899444886,81,PhD,No,No,57,Fail
S020,Male,36,60.25226642532625,80,Bachelors,No,No,50,Fail
S396,Female,22,68.13789473329727,87,PhD,No,No,54,Fail
S433,Male,30,74.71369250691357,75,High School,Yes,No,53,Fail
S134,Male,25,77.88711329752186,67,High School,No,Yes,50,Fail
S179,Male,29,75.30519781796735,77,Masters,No,No,61,Pass
S380,Male,39,81.66203874554803,97,Bachelors,Yes,Yes,66,Pass
S141,Female,12,62.21765777323273,62,Masters,Yes,No,50,Fail
S414,Male,30,56.61381055626652,64,High School,No,No,52,Fail
S060,Male,32,88.44588706576988,78,High School,No,Yes,56,Fail
S198,Female,33,87.2987262774359,73,Masters,No,Yes,72,Pass
S481,Female,28,76.06503337067846,72,PhD,No,No,54,Fail
S330,Female,20,64.97979558832385,65,Bachelors,Yes,No,50,Fail
S229,Male,17,53.330955619540845,85,High School,No,Yes,50,Fail
S185,Male,33,77.43015589690766,94,Bachelors,Yes,Yes,58,Fail
S355,Female,28,90.03748857430605,78,Masters,Yes,No,67,Pass
S455,Male,17,63.49556111960975,80,PhD,Yes,No,53,Fail
S459,Male,37,92.32039246572786,61,Masters,No,No,61,Pass
S070,Female,31,79.23830529745769,88,PhD,No,No,57,Fail
S241,Female,30,99.88463079619216,98,Masters,Yes,No,74,Pass
S046,Female,22,80.40439247709426,93,Bachelors,Yes,No,55,Fail
S039,Male,33,71.02678893325375,74,High School,Yes,No,58,Fail
S291,Male,38,61.79530172975406,60,High School,No,No,54,Fail
S216,Male,21,65.80982911482474,92,Bachelors,Yes,No,65,Pass
S110,Male,32,57.38695459531134,78,PhD,No,Yes,50,Fail
S376,Female,19,57.05409243888568,69,Masters,No,No,50,Fail
S205,Female,38,86.07982753756386,90,Masters,Yes,No,72,Pass
S012,Male,17,76.71731375147316,79,High School,No,No,50,Fail
S123,Female,10,92.03549929389656,54,High School,No,Yes,50,Fail
S319,Male,30,89.02478537730438,69,Masters,Yes,No,56,Fail
S136,Male,16,78.22292712613206,73,PhD,No,No,50,Fail
S303,Male,25,80.18607658650694,83,High School,No,No,67,Pass
S371,Female,38,99.43643909777214,79,Masters,Yes,Yes,68,Pass
S162,Male,35,98.75335814725712,89,Bachelors,Yes,No,71,Pass
S324,Female,35,98.77706578413782,66,Masters,No,Yes,71,Pass
S329,Female,20,59.2231435709428,96,Bachelors,No,Yes,64,Pass
S287,Male,28,55.21234830259048,84,Masters,Yes,Yes,50,Fail
S036,Male,12,89.59089197348165,53,High School,Yes,Yes,50,Fail
S399,Female,34,98.7273632599435,94,Bachelors,No,Yes,66,Pass
S001,Male,38,68.83694849689704,64,High School,Yes,No,50,Fail
S370,Male,28,90.26574836789526,74,PhD,No,Yes,64,Pass
S191,Male,25,50.13554497071648,83,High School,Yes,Yes,50,Fail
S388,Male,29,81.23806355216256,57,PhD,Yes,Yes,50,Fail
S044,Female,34,80.8631856048646,94,PhD,No,Yes,65,Pass
S368,Female,15,77.8360792391683,95,Masters,No,Yes,61,Pass
S295,Female,18,66.60732063274695,64,High School,No,No,50,Fail
S115,Male,39,51.523607636679706,92,Masters,No,No,64,Pass
S107,Female,28,76.5632876986767,53,High School,Yes,No,50,Fail
S446,Male,21,71.85966981786217,98,High School,Yes,No,62,Pass
S369,Male,37,86.04065481552533,64,High School,No,No,61,Pass
S035,Female,35,54.42041116828233,98,Bachelors,No,Yes,59,Fail
S492,Male,14,84.65876057284623,78,PhD,Yes,No,50,Fail
S355,Female,28,90.03748857430605,78,Masters,Yes,No,67,Pass
S144,Female,25,96.68459118799372,58,High School,Yes,Yes,53,Fail
S307,Female,21,96.14801158992424,84,Bachelors,Yes,No,65,Pass
S201,Male,12,99.54647382286952,89,Masters,No,No,67,Pass
S221,Male,11,94.98337226460863,91,High School,No,No,57,Fail
S357,Female,25,91.98944297282851,64,Bachelors,Yes,Yes,57,Fail
S193,Male,11,73.65831005259462,76,High School,Yes,Yes,54,Fail
S381,Female,12,86.79523065980013,71,Masters,Yes,Yes,57,Fail
S342,Female,23,85.7029599894914,98,Bachelors,No,No,60,Pass
S011,Male,12,84.5857198584456,80,High School,No,Yes,60,Pass
S382,Female,22,92.40640477334418,51,Bachelors,Yes,No,53,Fail
S405,Female,15,59.105356941079165,60,Bachelors,No,No,50,Fail
S309,Female,29,74.04184890445367,90,Masters,No,Yes,62,Pass
S232,Female,19,71.57640715682213,62,Bachelors,No,Yes,52,Fail
S079,Male,14,80.09676977704801,79,High School,No,Yes,55,Fail
S408,Female,35,87.08434721143328,73,Masters,No,Yes,60,Pass
S312,Male,13,51.64233351217192,78,PhD,Yes,Yes,50,Fail
S399,Female,34,98.7273632599435,94,Bachelors,No,Yes,66,Pass
S353,Male,14,94.87152049094422,74,Masters,Yes,Yes,63,Pass
S394,Female,10,67.25960724406377,96,Masters,No,Yes,64,Pass
S446,Male,21,71.85966981786217,98,High School,Yes,No,62,Pass
S255,Male,18,75.11441737312651,59,Bachelors,Yes,Yes,50,Fail
S115,Male,39,51.523607636679706,92,Masters,No,No,64,Pass
S151,Male,37,90.29324433705716,52,PhD,Yes,No,56,Fail
S188,Male,13,84.22857739399166,100,Masters,Yes,Yes,65,Pass
S235,Female,11,84.68588037016693,88,Bachelors,No,Yes,67,Pass
S328,Male,38,76.75348594668293,70,Bachelors,No,No,64,Pass
S228,Female,35,76.5928739844087,67,Bachelors,No,No,62,Pass
S045,Female,13,99.02313625461888,91,PhD,Yes,Yes,55,Fail
S150,Female,23,54.3943812270072,90,PhD,Yes,Yes,53,Fail
S178,Male,11,54.36450897948377,62,High School,No,Yes,50,Fail
S468,Male,10,79.91430291340774,69,Bachelors,Yes,No,50,Fail
S244,Male,20,88.92859695253756,89,PhD,No,Yes,61,Pass
S258,Female,26,70.44775885427467,83,High School,Yes,No,57,Fail
S227,Male,26,69.5741055100751,80,Masters,Yes,Yes,53,Fail
S297,Female,37,61.36978104385563,100,High School,Yes,No,66,Pass
S399,Female,34,98.7273632599435,94,Bachelors,No,Yes,66,Pass
S458,Female,27,92.07648301550216,99,Bachelors,No,No,65,Pass
S149,Male,38,92.5408758918073,60,PhD,Yes,Yes,64,Pass
S121,Female,35,59.1141939237979,55,PhD,No,No,57,Fail
S366,Male,13,78.47217588817502,52,Masters,No,Yes,50,Fail
S023,Female,35,60.36138245040282,93,Bachelors,No,No,63,Pass
S308,Female,34,73.28500611594066,62,Masters,No,Yes,55,Fail
S300,Female,28,87.21248259216443,75,Bachelors,No,No,65,Pass
